Unnamed: 0,username,fullname,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,replies,retweets,likes,is_retweet,retweeter_username,retweeter_userid,retweet_id,text,sentimen,html,words,stop_words,stemmed_words,processed,location,address,latitude,longitude,altitude
174,bemFMIPAUI,BEM FMIPA UI,236059964,1.20E+18,/bemFMIPAUI/status/1195286065872949249,15/11/2019 10:23,1573813380,2,0,0,0,,,,"[DISKUSI PUBLIK: IBU KOTA PINDAH, URGENSI ATAU AMBISI?]

Halo, MIPA!

DEMA FST UIN Syarif Hidayatullah Jakarta berkolaborasi dengan BEM FMIPA UI dengan bangga mempersembahkan:

""Diskusi Publik: Pemindahan Ibukota Negara ke Kalimantan?"" pic.twitter.com/FBuNfH3AWY",positif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">[DISKUSI PUBLIK: <strong>IBU</strong> <strong>KOTA</strong> PINDAH, URGENSI ATAU AMBISI?]

Halo, MIPA!

DEMA FST UIN Syarif Hidayatullah Jakarta berkolaborasi dengan BEM FMIPA UI dengan bangga mempersembahkan:

""Diskusi Publik: <strong>Pemindahan</strong> <strong>Ibukota</strong> Negara ke Kalimantan?"" <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/FBuNfH3AWY"">pic.twitter.com/FBuNfH3AWY</a></p>","['DISKUSI', 'PUBLIK', 'IBU', 'KOTA', 'PINDAH', 'URGENSI', 'ATAU', 'AMBISI', 'Halo', 'MIPA', 'DEMA', 'FST', 'UIN', 'Syarif', 'Hidayatullah', 'Jakarta', 'berkolaborasi', 'dengan', 'BEM', 'FMIPA', 'UI', 'dengan', 'bangga', 'mempersembahkan', 'Diskusi', 'Publik', 'Pemindahan', 'Ibukota', 'Negara', 'ke', 'Kalimantan']","['DISKUSI', 'PUBLIK', 'IBU', 'KOTA', 'PINDAH', 'URGENSI', 'ATAU', 'AMBISI', 'Halo', 'MIPA', 'DEMA', 'FST', 'UIN', 'Syarif', 'Hidayatullah', 'Jakarta', 'berkolaborasi', '', 'BEM', 'FMIPA', 'UI', '', 'bangga', 'mempersembahkan', 'Diskusi', 'Publik', 'Pemindahan', 'Ibukota', 'Negara', '', 'Kalimantan']","['diskusi', 'publik', 'ibu', 'kota', 'pindah', 'urgensi', 'atau', 'ambisi', 'halo', 'mipa', 'dema', 'fst', 'uin', 'syarif', 'hidayatullah', 'jakarta', 'kolaborasi', '', 'bem', 'fmipa', 'ui', '', 'bangga', 'sembah', 'diskusi', 'publik', 'pindah', 'ibukota', 'negara', '', 'kalimantan']",diskusi publik ibu kota pindah urgensi atau ambisi halo mipa dema fst uin syarif hidayatullah jakarta kolaborasi  bem fmipa ui  bangga sembah diskusi publik pindah ibukota negara  kalimantan,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
175,qnafess,QnAfess,1.14E+18,1.18E+18,/qnafess/status/1175052241419390977,20/09/2019 14:21,1568989260,0,1,1,0,,,,"[qna]
Gaes, jadi di koran analisa itu kemarin ada wacana pemindahan ibu kota sumut ke deliserdang. Nah aku ada tugas tentang itu, jadi ada yang nanya. ""Hal apa yang bisa dilakukan selain pindah ibukota ke deli serdang?""
Kira"" apa ya guys? Soalnya medan sudah mulai padat.",netral,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">[qna]
Gaes, jadi di koran analisa itu kemarin ada wacana <strong>pemindahan</strong> <strong>ibu</strong> <strong>kota</strong> sumut ke deliserdang. Nah aku ada tugas tentang itu, jadi ada yang nanya. ""Hal apa yang bisa dilakukan selain pindah <strong>ibukota</strong> ke deli serdang?""
Kira"" apa ya guys? Soalnya medan sudah mulai padat.</p>","['qna', 'Gaes', 'jadi', 'di', 'koran', 'analisa', 'itu', 'kemarin', 'ada', 'wacana', 'pemindahan', 'ibu', 'kota', 'sumut', 'ke', 'deliserdang', 'Nah', 'aku', 'ada', 'tugas', 'tentang', 'itu', 'jadi', 'ada', 'yang', 'nanya', 'Hal', 'apa', 'yang', 'bisa', 'dilakukan', 'selain', 'pindah', 'ibukota', 'ke', 'deli', 'serdang', 'Kira', 'apa', 'ya', 'guys', 'Soalnya', 'medan', 'sudah', 'mulai', 'padat']","['qna', 'Gaes', 'jadi', '', 'koran', 'analisa', '', 'kemarin', '', 'wacana', 'pemindahan', 'ibu', 'kota', 'sumut', '', 'deliserdang', 'Nah', 'aku', '', 'tugas', '', '', 'jadi', '', '', 'nanya', 'Hal', 'apa', '', '', 'dilakukan', '', 'pindah', 'ibukota', '', 'deli', 'serdang', 'Kira', 'apa', '', 'guys', 'Soalnya', 'medan', '', 'mulai', 'padat']","['qna', 'gaes', 'jadi', '', 'koran', 'analisa', '', 'kemarin', '', 'wacana', 'pindah', 'ibu', 'kota', 'sumut', '', 'serdang', 'nah', 'aku', '', 'tugas', '', '', 'jadi', '', '', 'nanya', 'hal', 'apa', '', '', 'laku', '', 'pindah', 'ibukota', '', 'deli', 'serdang', 'kira', 'apa', '', 'guys', 'soal', 'medan', '', 'mulai', 'padat']",qna gaes jadi  koran analisa  kemarin  wacana pindah ibu kota sumut  serdang nah aku  tugas   jadi   nanya hal apa   laku  pindah ibukota  deli serdang kira apa  guys soal medan  mulai padat,"KotaTasikmalaya,JawaBarat","Tasikmalaya, Jawa Barat, 46151, Indonesia",-7.3262484,108.2201154,0
176,qnafess,QnAfess,1.14E+18,1.18E+18,/qnafess/status/1175008193119784961,20/09/2019 11:25,1568978758,0,1,2,0,,,,"[qna]
Gaes, jadi di koran analisa itu kemarin ada wacana pemindahan ibu kota sumut ke deliserdang. Nah aku ada tugas tentang itu, jadi ada yang nanya. ""Hal apa yang bisa dilakukan selain pindah ibukota ke deli serdang?""
Kira"" apa ya guys? Soalnya medan sudah mulai padat.",netral,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">[qna]
Gaes, jadi di koran analisa itu kemarin ada wacana <strong>pemindahan</strong> <strong>ibu</strong> <strong>kota</strong> sumut ke deliserdang. Nah aku ada tugas tentang itu, jadi ada yang nanya. ""Hal apa yang bisa dilakukan selain pindah <strong>ibukota</strong> ke deli serdang?""
Kira"" apa ya guys? Soalnya medan sudah mulai padat.</p>","['qna', 'Gaes', 'jadi', 'di', 'koran', 'analisa', 'itu', 'kemarin', 'ada', 'wacana', 'pemindahan', 'ibu', 'kota', 'sumut', 'ke', 'deliserdang', 'Nah', 'aku', 'ada', 'tugas', 'tentang', 'itu', 'jadi', 'ada', 'yang', 'nanya', 'Hal', 'apa', 'yang', 'bisa', 'dilakukan', 'selain', 'pindah', 'ibukota', 'ke', 'deli', 'serdang', 'Kira', 'apa', 'ya', 'guys', 'Soalnya', 'medan', 'sudah', 'mulai', 'padat']","['qna', 'Gaes', 'jadi', '', 'koran', 'analisa', '', 'kemarin', '', 'wacana', 'pemindahan', 'ibu', 'kota', 'sumut', '', 'deliserdang', 'Nah', 'aku', '', 'tugas', '', '', 'jadi', '', '', 'nanya', 'Hal', 'apa', '', '', 'dilakukan', '', 'pindah', 'ibukota', '', 'deli', 'serdang', 'Kira', 'apa', '', 'guys', 'Soalnya', 'medan', '', 'mulai', 'padat']","['qna', 'gaes', 'jadi', '', 'koran', 'analisa', '', 'kemarin', '', 'wacana', 'pindah', 'ibu', 'kota', 'sumut', '', 'serdang', 'nah', 'aku', '', 'tugas', '', '', 'jadi', '', '', 'nanya', 'hal', 'apa', '', '', 'laku', '', 'pindah', 'ibukota', '', 'deli', 'serdang', 'kira', 'apa', '', 'guys', 'soal', 'medan', '', 'mulai', 'padat']",qna gaes jadi  koran analisa  kemarin  wacana pindah ibu kota sumut  serdang nah aku  tugas   jadi   nanya hal apa   laku  pindah ibukota  deli serdang kira apa  guys soal medan  mulai padat,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
177,putra_villadank,Yth Putra Minang,1.03E+18,1.17E+18,/putra_villadank/status/1174877027670753283,20/09/2019 02:44,1568947486,0,0,0,0,,,,"Kemaren katanya lahan untuk ibu kota baru sudah ada 180.000 Ha, eh sekarang kok malah mau tarik konsensi dari milliuner? 

Angin segar dari bakal ibukota baru nih..
@rockygerung
@Gerindra",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Kemaren katanya lahan untuk <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong> sudah ada 180.000 Ha, eh sekarang kok malah mau tarik konsensi dari milliuner? 

Angin segar dari bakal <strong>ibukota</strong> <strong>baru</strong> nih..<img alt=""🤔"" aria-label=""Emoji: Wajah berpikir"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" title=""Wajah berpikir""/>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""190924467"" dir=""ltr"" href=""/rockygerung""><s>@</s><b>rockygerung</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""397673651"" dir=""ltr"" href=""/Gerindra""><s>@</s><b>Gerindra</b></a></p>","['Kemaren', 'katanya', 'lahan', 'untuk', 'ibu', 'kota', 'baru', 'sudah', 'ada', 'Ha', 'eh', 'sekarang', 'kok', 'malah', 'mau', 'tarik', 'konsensi', 'dari', 'milliuner', 'Angin', 'segar', 'dari', 'bakal', 'ibukota', 'baru', 'nih', 'rockygerung', 'Gerindra']","['Kemaren', 'katanya', 'lahan', '', 'ibu', 'kota', 'baru', '', '', 'Ha', 'eh', 'sekarang', 'kok', 'malah', 'mau', 'tarik', 'konsensi', '', 'milliuner', 'Angin', 'segar', '', 'bakal', 'ibukota', 'baru', 'nih', 'rockygerung', 'Gerindra']","['kemaren', 'kata', 'lahan', '', 'ibu', 'kota', 'baru', '', '', 'ha', 'eh', 'sekarang', 'kok', 'malah', 'mau', 'tarik', 'konsensi', '', 'milliuner', 'angin', 'segar', '', 'bakal', 'ibukota', 'baru', 'nih', 'rockygerung', 'gerindra']",kemaren kata lahan  ibu kota baru   ha eh sekarang kok malah mau tarik konsensi  milliuner angin segar  bakal ibukota baru nih rockygerung gerindra,MJLK????,"Kantor Bupati Mjlk, Majalengka, Jawa Barat, Indonesia",-6.83633985,108.2276444,0
178,izzulislam77,Izzul Islam,9.09E+17,1.17E+18,/izzulislam77/status/1174691130883170304,19/09/2019 14:26,1568903164,0,0,3,0,,,,"Kerajaan Bisnis si PENGUASA LAHAN IBUKOTA BARU, Sukanto Tanoto......
.
Jadi penguasa ibu kota baru dia, pemerintah cuma ngontrak.....?
Kalau sang penguasa sdh tdk berkenan, maka ibu kota akan diambil alih kembali oleh dia. Kemana pemerintah akan mengungsi......??? https://twitter.com/VIVAcoid/status/1174613123841441793 …",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Kerajaan Bisnis si PENGUASA LAHAN <strong>IBUKOTA</strong> <strong>BARU</strong>, Sukanto Tanoto......
.
Jadi penguasa <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong> dia, pemerintah cuma ngontrak.....?
Kalau sang penguasa sdh tdk berkenan, maka <strong>ibu</strong> <strong>kota</strong> akan diambil alih kembali oleh dia. Kemana pemerintah akan mengungsi......??? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/VIVAcoid/status/1174613123841441793"" dir=""ltr"" href=""https://t.co/NSPCELUrBU"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/VIVAcoid/status/1174613123841441793""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/VIVAcoid/statu</span><span class=""invisible"">s/1174613123841441793</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['Kerajaan', 'Bisnis', 'si', 'PENGUASA', 'LAHAN', 'IBUKOTA', 'BARU', 'Sukanto', 'Tanoto', 'Jadi', 'penguasa', 'ibu', 'kota', 'baru', 'dia', 'pemerintah', 'cuma', 'ngontrak', 'Kalau', 'sang', 'penguasa', 'sdh', 'tdk', 'berkenan', 'maka', 'ibu', 'kota', 'akan', 'diambil', 'alih', 'kembali', 'oleh', 'dia', 'Kemana', 'pemerintah', 'akan', 'mengungsi', 'https']","['Kerajaan', 'Bisnis', 'si', 'PENGUASA', 'LAHAN', 'IBUKOTA', 'BARU', 'Sukanto', 'Tanoto', 'Jadi', 'penguasa', 'ibu', 'kota', 'baru', '', 'pemerintah', 'cuma', 'ngontrak', 'Kalau', 'sang', 'penguasa', 'sdh', 'tdk', 'berkenan', '', 'ibu', 'kota', '', 'diambil', 'alih', '', '', '', 'Kemana', 'pemerintah', '', 'mengungsi', 'https']","['raja', 'bisnis', 'si', 'kuasa', 'lahan', 'ibukota', 'baru', 'sukanto', 'tanoto', 'jadi', 'kuasa', 'ibu', 'kota', 'baru', '', 'perintah', 'cuma', 'ngontrak', 'kalau', 'sang', 'kuasa', 'sdh', 'tdk', 'kenan', '', 'ibu', 'kota', '', 'ambil', 'alih', '', '', '', 'mana', 'perintah', '', 'ungsi', 'https']",raja bisnis si kuasa lahan ibukota baru sukanto tanoto jadi kuasa ibu kota baru  perintah cuma ngontrak kalau sang kuasa sdh tdk kenan  ibu kota  ambil alih    mana perintah  ungsi https,Tlogomas,"Tlogomas, Malang",-7.9293941,112.6036958,0
179,bintangku206,RajaRimba,7.48E+17,1.17E+18,/bintangku206/status/1174631007921700865,19/09/2019 10:27,1568888830,0,2,4,0,,,,ibukota tak akan pernah pindah....camkan itu! Kepala Bappenas Benarkan Lahan Ibu Kota Baru Dikuasai Sukanto Tanoto http://detik.id/VbikaG ,negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>ibukota</strong> tak akan pernah pindah....camkan itu! Kepala Bappenas Benarkan Lahan <strong>Ibu</strong> <strong>Kota</strong> <strong>Baru</strong> Dikuasai Sukanto Tanoto <a class=""twitter-timeline-link"" data-expanded-url=""http://detik.id/VbikaG"" dir=""ltr"" href=""https://t.co/MIxjFsiA0J"" rel=""nofollow noopener"" target=""_blank"" title=""http://detik.id/VbikaG""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">detik.id/VbikaG</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>","['ibukota', 'tak', 'akan', 'pernah', 'pindah', 'camkan', 'itu', 'Kepala', 'Bappenas', 'Benarkan', 'Lahan', 'Ibu', 'Kota', 'Baru', 'Dikuasai', 'Sukanto', 'Tanoto', 'http']","['ibukota', 'tak', '', 'pernah', 'pindah', 'camkan', '', 'Kepala', 'Bappenas', 'Benarkan', 'Lahan', 'Ibu', 'Kota', 'Baru', 'Dikuasai', 'Sukanto', 'Tanoto', 'http']","['ibukota', 'tak', '', 'pernah', 'pindah', 'cam', '', 'kepala', 'bappenas', 'benar', 'lahan', 'ibu', 'kota', 'baru', 'asai', 'sukanto', 'tanoto', 'http']",ibukota tak  pernah pindah cam  kepala bappenas benar lahan ibu kota baru asai sukanto tanoto http,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
180,machbeach,mach,377100794,1.17E+18,/machbeach/status/1174622821319729152,19/09/2019 09:54,1568886878,0,0,0,0,,,,"Terungkap! Tanah Ibu Kota Baru RI Dikuasai Sukanto Tanoto - http://berita.baca.co.id/36671422 

Ternyata dia pemilik lahan Ibukota baru",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Terungkap! Tanah <strong>Ibu</strong> <strong>Kota</strong> <strong>Baru</strong> RI Dikuasai Sukanto Tanoto - <a class=""twitter-timeline-link"" data-expanded-url=""http://berita.baca.co.id/36671422"" dir=""ltr"" href=""https://t.co/5YtA6Zbe3h"" rel=""nofollow noopener"" target=""_blank"" title=""http://berita.baca.co.id/36671422""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">berita.baca.co.id/36671422</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>

Ternyata dia pemilik lahan <strong>Ibukota</strong> <strong>baru</strong></p>","['Terungkap', 'Tanah', 'Ibu', 'Kota', 'Baru', 'RI', 'Dikuasai', 'Sukanto', 'Tanoto', 'http', 'Ternyata', 'dia', 'pemilik', 'lahan', 'Ibukota', 'baru']","['Terungkap', 'Tanah', 'Ibu', 'Kota', 'Baru', 'RI', 'Dikuasai', 'Sukanto', 'Tanoto', 'http', 'Ternyata', '', 'pemilik', 'lahan', 'Ibukota', 'baru']","['ungkap', 'tanah', 'ibu', 'kota', 'baru', 'ri', 'asai', 'sukanto', 'tanoto', 'http', 'nyata', '', 'milik', 'lahan', 'ibukota', 'baru']",ungkap tanah ibu kota baru ri asai sukanto tanoto http nyata  milik lahan ibukota baru,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
181,akubisalah,50 kg,450371998,1.17E+18,/akubisalah/status/1174583611418279938,19/09/2019 07:18,1568877530,1,0,0,0,,,,"""....guna membiayai pemindahan ibu kota....""

Penasaran banget, seriusan, siapa dah yg ""dorong2"" Pak Jokowi buat mutusin mindahin ibu kota 

Ada yg lebih penting dari mindahin ibukota dalam pengeluaran uang negara, dg salah 1 bukti gak sedikitnya ""Twitter Please Do Your Magic"". https://twitter.com/TirtoID/status/1174541122938388480 …",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">""....guna membiayai <strong>pemindahan</strong> <strong>ibu</strong> <strong>kota</strong>....""

Penasaran banget, seriusan, siapa dah yg ""dorong2"" Pak Jokowi buat mutusin mindahin <strong>ibu</strong> <strong>kota</strong> <img alt=""😡"" aria-label=""Emoji: Wajah cemberut"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f621.png"" title=""Wajah cemberut""/>

Ada yg lebih penting dari mindahin <strong>ibukota</strong> dalam pengeluaran uang negara, dg salah 1 bukti gak sedikitnya ""Twitter Please Do Your Magic"". <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/TirtoID/status/1174541122938388480"" dir=""ltr"" href=""https://t.co/OjFEZ6pYKv"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/TirtoID/status/1174541122938388480""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/TirtoID/status</span><span class=""invisible"">/1174541122938388480</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['guna', 'membiayai', 'pemindahan', 'ibu', 'kota', 'Penasaran', 'banget', 'seriusan', 'siapa', 'dah', 'yg', 'Pak', 'Jokowi', 'buat', 'mutusin', 'mindahin', 'ibu', 'kota', 'Ada', 'yg', 'lebih', 'penting', 'dari', 'mindahin', 'ibukota', 'dalam', 'pengeluaran', 'uang', 'negara', 'dg', 'salah', 'bukti', 'gak', 'sedikitnya', 'Twitter', 'Please', 'Do', 'Your', 'Magic', 'https']","['', 'membiayai', 'pemindahan', 'ibu', 'kota', 'Penasaran', 'banget', 'seriusan', 'siapa', 'dah', 'yg', 'Pak', 'Jokowi', 'buat', 'mutusin', 'mindahin', 'ibu', 'kota', 'Ada', 'yg', 'lebih', 'penting', '', 'mindahin', 'ibukota', '', 'pengeluaran', 'uang', 'negara', 'dg', 'salah', 'bukti', 'gak', 'sedikitnya', 'Twitter', 'Please', 'Do', 'Your', 'Magic', 'https']","['', 'biaya', 'pindah', 'ibu', 'kota', 'penasaran', 'banget', 'serius', 'siapa', 'dah', 'yg', 'pak', 'jokowi', 'buat', 'mutusin', 'mindahin', 'ibu', 'kota', 'ada', 'yg', 'lebih', 'penting', '', 'mindahin', 'ibukota', '', 'keluar', 'uang', 'negara', 'dg', 'salah', 'bukti', 'gak', 'sedikit', 'twitter', 'please', 'do', 'your', 'magic', 'https']", biaya pindah ibu kota penasaran banget serius siapa dah yg pak jokowi buat mutusin mindahin ibu kota ada yg lebih penting  mindahin ibukota  keluar uang negara dg salah bukti gak sedikit twitter please do your magic https,"JakartaPusat,DKIJakarta","Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",-6.18233995,106.8428715,0
182,moulevey,#Moulevey,62846369,1.17E+18,/moulevey/status/1174566971318226944,19/09/2019 06:12,1568873563,0,0,0,0,,,,Setuju. Tidak hanya APBN. Bagaimana dgn jumlah masyarakat? Apa iya mau masyarakat yg tinggal dijkt & kota2 besar lainnya. Utk pindah & beli rumah serta asset baru di ibu kota baru.?? Selain hanya PNS & pegawai BUMN. Pastilah nanti ibukota baru akan diisi oleh TKA & WNA.,negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Setuju. Tidak hanya APBN. Bagaimana dgn jumlah masyarakat? Apa iya mau masyarakat yg tinggal dijkt &amp; kota2 besar lainnya. Utk pindah &amp; beli rumah serta asset <strong>baru</strong> di <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong>.?? Selain hanya PNS &amp; pegawai BUMN. Pastilah nanti <strong>ibukota</strong> <strong>baru</strong> akan diisi oleh TKA &amp; WNA.</p>","['Setuju', 'Tidak', 'hanya', 'APBN', 'Bagaimana', 'dgn', 'jumlah', 'masyarakat', 'Apa', 'iya', 'mau', 'masyarakat', 'yg', 'tinggal', 'dijkt', 'besar', 'lainnya', 'Utk', 'pindah', 'beli', 'rumah', 'serta', 'asset', 'baru', 'di', 'ibu', 'kota', 'Selain', 'hanya', 'PNS', 'pegawai', 'BUMN', 'Pastilah', 'nanti', 'ibukota', 'baru', 'akan', 'diisi', 'oleh', 'TKA', 'WNA']","['Setuju', 'Tidak', '', 'APBN', 'Bagaimana', 'dgn', 'jumlah', 'masyarakat', 'Apa', 'iya', 'mau', 'masyarakat', 'yg', 'tinggal', 'dijkt', 'besar', 'lainnya', 'Utk', 'pindah', 'beli', 'rumah', '', 'asset', 'baru', '', 'ibu', 'kota', 'Selain', '', 'PNS', 'pegawai', 'BUMN', 'Pastilah', '', 'ibukota', 'baru', '', 'diisi', '', 'TKA', 'WNA']","['tuju', 'tidak', '', 'apbn', 'bagaimana', 'dgn', 'jumlah', 'masyarakat', 'apa', 'iya', 'mau', 'masyarakat', 'yg', 'tinggal', 'dijkt', 'besar', 'lain', 'utk', 'pindah', 'beli', 'rumah', '', 'asset', 'baru', '', 'ibu', 'kota', 'selain', '', 'pns', 'pegawai', 'bumn', 'pasti', '', 'ibukota', 'baru', '', 'isi', '', 'tka', 'wna']",tuju tidak  apbn bagaimana dgn jumlah masyarakat apa iya mau masyarakat yg tinggal dijkt besar lain utk pindah beli rumah  asset baru  ibu kota selain  pns pegawai bumn pasti  ibukota baru  isi  tka wna,"Bali,Indonesia","Bali, Indonesia",-8.3304977,115.0906401,0
183,tero2_boshu,Burhan,38138724,1.17E+18,/tero2_boshu/status/1174479480523382785,19/09/2019 00:25,1568852703,0,0,0,0,,,,"Bangun ibukota baru akan cepat itu bisa diterjemahkan antara lain sebagai, ini kemungkinan ya, menyerahkan pembangunan Ibu kota yg baru kepada yg cepat beri soft loan dan berpengalaman bangun dgn cepat. [ Iya, google aja sendiri ]",netral,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Bangun <strong>ibukota</strong> <strong>baru</strong> akan cepat itu bisa diterjemahkan antara lain sebagai, ini kemungkinan ya, menyerahkan pembangunan <strong>Ibu</strong> <strong>kota</strong> yg <strong>baru</strong> kepada yg cepat beri soft loan dan berpengalaman bangun dgn cepat. [ Iya, google aja sendiri ]</p>","['Bangun', 'ibukota', 'baru', 'akan', 'cepat', 'itu', 'bisa', 'diterjemahkan', 'antara', 'lain', 'sebagai', 'ini', 'kemungkinan', 'ya', 'menyerahkan', 'pembangunan', 'Ibu', 'kota', 'yg', 'baru', 'kepada', 'yg', 'cepat', 'beri', 'soft', 'loan', 'dan', 'berpengalaman', 'bangun', 'dgn', 'cepat', 'Iya', 'google', 'aja', 'sendiri']","['Bangun', 'ibukota', 'baru', '', 'cepat', '', '', 'diterjemahkan', '', '', '', '', 'kemungkinan', '', 'menyerahkan', 'pembangunan', 'Ibu', 'kota', 'yg', 'baru', '', 'yg', 'cepat', 'beri', 'soft', 'loan', '', 'berpengalaman', 'bangun', 'dgn', 'cepat', 'Iya', 'google', 'aja', 'sendiri']","['bangun', 'ibukota', 'baru', '', 'cepat', '', '', 'terjemah', '', '', '', '', 'mungkin', '', 'serah', 'bangun', 'ibu', 'kota', 'yg', 'baru', '', 'yg', 'cepat', 'beri', 'soft', 'loan', '', 'alam', 'bangun', 'dgn', 'cepat', 'iya', 'google', 'aja', 'sendiri']",bangun ibukota baru  cepat   terjemah     mungkin  serah bangun ibu kota yg baru  yg cepat beri soft loan  alam bangun dgn cepat iya google aja sendiri,"DKI Jakarta,Indonesia","Daerah Khusus Ibukota Jakarta, Indonesia",-6.1753942,106.827183,0
184,RjmMakmur,RIDHO JAYA MAKMUR,2780292024,1.17E+18,/RjmMakmur/status/1174262243338465282,18/09/2019 10:01,1568800910,0,0,0,0,,,,"http://finance.detik.com/read/2019/09/18/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta …

Gelar DKI (Daerah Khusus Ibukota) 2020 DICABUT!!!

Status ibu kota baru... http://finance.detik.com/read/2019/09/18/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta …",negatif,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><a class=""twitter-timeline-link"" data-expanded-url=""http://finance.detik.com/read/2019/09/18/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta"" dir=""ltr"" href=""https://t.co/eSfgM7M9Aw"" rel=""nofollow noopener"" target=""_blank"" title=""http://finance.detik.com/read/2019/09/18/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">finance.detik.com/read/2019/09/1</span><span class=""invisible"">8/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>

Gelar DKI (Daerah Khusus <strong>Ibukota</strong>) 2020 DICABUT!!!

Status <strong>ibu</strong> <strong>kota</strong> <strong>baru</strong>... <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://finance.detik.com/read/2019/09/18/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta"" dir=""ltr"" href=""https://t.co/eSfgM7M9Aw"" rel=""nofollow noopener"" target=""_blank"" title=""http://finance.detik.com/read/2019/09/18/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">finance.detik.com/read/2019/09/1</span><span class=""invisible"">8/140816/4711310/1016/kapan-gelar-dki-digeser-dari-jakarta</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>","['http', 'Gelar', 'DKI', 'Daerah', 'Khusus', 'Ibukota', 'DICABUT', 'Status', 'ibu', 'kota', 'baru', 'http']","['http', 'Gelar', 'DKI', 'Daerah', 'Khusus', 'Ibukota', 'DICABUT', 'Status', 'ibu', 'kota', 'baru', 'http']","['http', 'gelar', 'dki', 'daerah', 'khusus', 'ibukota', 'cabut', 'status', 'ibu', 'kota', 'baru', 'http']",http gelar dki daerah khusus ibukota cabut status ibu kota baru http,JATIASIHKotaBekasiWestJAVA,"Jatiasih, Jawa Barat, 17423, Indonesia",-6.2936589,106.9636695,0
